编码,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
486,模式口西里小区口带正规客厅，满五年唯一商品房,290,44685,1,64.9,0,1,0,0,0.285714286,0,0,12,193,1,1,1,4,16,1,0,0,0,0,0,0,1,2
487,苹果园三区满五年适合老人孩子低楼层,340,45681,0,74.43,0,1,0,0,0.285714286,0,0,12,193,1,1,1,4,16,0,1,1,1,0,0,0,0,2
488,模式口南里 2室1厅 南,298,49420,0,60.3,0,1,0,2,0.285714286,0,0,12,193,1,1,1,0,16,0,1,0,0,0,0,0,0,2
489,板楼南北通透一居室，中间楼层，全明格局,215,48348,0,44.47,0,0,0,2,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,1
490,苹果园一区   6号线杨庄站旁  钢混结构  首套首付83万,215,48742,0,44.11,0,0,0,1,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,1
491,杨庄地铁口2000年正规两居室,345,45860,0,75.23,0,1,0,1,0.25,0,0,12,193,2,1,1,1,18,0,0,1,0,0,0,0,0,2
492,琳琅庄园  南北通透两居室  满五年且家庭名下无二套,579,53144,0,108.95,0,0,0,2,0.5,0,0,12,193,1,1,1,3,9,0,1,0,1,0,0,0,0,2
493,满五唯一， 南北通透一居室，地铁边，钢混结构,258,59557,0,43.32,0,0,0,2,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,1
494,模式口东里正规两居室，采光好，满五年唯一,243,40413,1,60.13,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
495,海特花园 2002年两居室 半封闭阳台 随时看房,434,46220,0,93.9,0,1,1,2,0.25,0,0,12,193,1,1,1,3,18,0,0,0,0,0,0,0,1,2
496,西黄新村北里 2002年房龄 正规一居室,342,46512,0,73.53,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,24,0,0,1,0,0,0,0,0,1
497,模式口西里 坡下位置 东西朝向 交通便利 格局合理,239,38938,0,61.38,0,0,1,2,0.333333333,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
498,模式口西里 2室1厅 南,259,47272,0,54.79,0,0,0,1,0.333333333,0,1,12,193,1,1,1,4,6,0,1,0,0,0,0,0,0,2
499,海特花园正规一室一厅 楼龄新 板楼中间层,313,47047,0,66.53,0,0,1,0,0.5,0,1,12,193,1,1,1,0,7,0,1,0,1,0,0,0,0,1
500,苹果园商圈  板楼中间层 ，南北通透，看房方便,326,53009,0,61.5,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
501,满五年唯一住房 南北通透 没有遮挡 格局方正,213,41513,0,51.31,0,0,1,0,0.5,0,1,12,193,1,1,1,3,5,0,1,0,1,0,0,0,0,2
502,金顶街五区  全明格局精装修两居室  2006年房龄,445,44855,0,99.21,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,24,0,0,0,0,0,1,0,0,2
503,南北通透两居室，满五年唯一，随时签约,285,43459,0,65.58,0,0,1,1,0.5,0,1,12,193,1,1,1,3,7,0,1,0,1,0,0,0,0,2
504,海特花园小区，满五年唯一成本价,420,42220,0,99.48,0,0,0,1,0.5,0,1,12,193,1,1,1,2,7,1,0,1,0,0,0,0,0,2
505,金顶街四区 全南朝向 采光好 无遮挡,316,49922,0,63.3,0,0,1,0,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,0,0,0,0,0,1
506,西井小区三区 2室1厅 东北,360,50683,0,71.03,0,0,1,2,0.333333333,0,1,12,193,1,1,1,2,6,0,0,0,0,0,1,0,0,2
507,西山枫林一二期东西通透两居室，楼龄新,529,55956,0,94.54,0,0,0,1,0.333333333,0,0,12,193,1,1,1,1,11,1,0,1,0,0,0,0,0,2
508,海特花园满五年唯一商品房，厨房卫生间带窗户,273,47438,0,57.55,0,0,1,1,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,1
509,临杨庄地铁站，满五年，1999年房龄,445,42666,0,104.3,2,0,1,2,0.5,0,1,12,193,1,1,1,3,7,0,1,0,0,0,0,0,0,1
510,金顶街五区东南两居  满五唯一商品房  有车位,479,46036,0,104.05,0,1,0,1,0.375,0,0,12,193,1,1,1,2,24,0,0,0,0,1,0,0,0,2
511,赵山供电局宿舍 2室1厅 北 南,299,48993,0,61.03,0,0,1,0,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
512,此房中间楼层，采光好，视野开阔。,226,39366,0,57.41,0,0,1,2,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
513,教工楼  精装两居室  中间楼层  带车位,252,50140,1,50.26,0,0,1,0,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,0,0,0,0,0,2
514,工疗宿舍 正规一居 首套首付87万  钥匙房随时看,188,44351,0,42.39,0,0,1,1,0.333333333,0,1,12,193,1,1,1,0,5,0,1,0,0,0,0,0,0,1
515,西山枫林三期  满五年唯一 两居室,435,53296,0,81.62,0,0,0,1,0.333333333,0,0,12,193,1,1,1,2,10,1,0,1,0,0,0,0,0,2
516,金顶街二区 东向两居 视野无遮挡 满五年唯一 中等装修,455,44534,0,102.17,0,1,0,0,0.272727273,0,0,12,193,1,1,1,1,18,1,0,0,0,0,0,0,0,2
517,模式口西里 中间楼层 精装修 南北朝向 格局合理,266,42156,0,63.1,0,0,0,0,0.333333333,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
518,模式口南里南北通透一居室 满五年中间楼层   钢混结构,235,54741,0,42.93,0,0,0,1,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,1
519,精装修 满五年唯一住房 业主诚心出售,416,49173,0,84.6,0,1,0,0,0.272727273,0,0,12,193,1,1,1,1,21,0,0,1,0,0,0,0,0,2
520,金顶街二区 正规两居室  采光好,445,43791,0,101.62,0,1,0,1,0.272727273,0,0,12,193,1,1,1,1,20,0,0,0,0,1,0,0,0,2
521,模式口南里正规两居室 满五唯一 中高楼层 视野好！,309,47612,0,64.9,0,1,0,0,0.285714286,0,0,12,193,1,1,1,2,16,1,0,0,1,0,0,0,0,2
522,模式口南里南北通透两居室  有电梯  满五唯一,350,54399,0,64.34,0,2,0,0,0.666666667,0,0,12,193,1,1,1,0,14,0,1,0,1,0,0,0,0,2
523,金顶街五区满五唯一 西南朝向，采光不受影响,485,44950,0,107.9,0,1,0,1,0.375,0,0,12,193,1,1,1,1,24,0,0,0,0,0,0,1,0,2
524,金顶街五区东南两居  满五年唯一  楼龄新,449,49995,0,89.81,0,1,0,1,0.272727273,0,0,12,193,1,1,1,4,24,0,0,0,0,1,0,0,0,2
525,模式口南里南北通透一居室，低楼层，近地铁,213,54616,0,39,0,0,0,1,0.5,0,1,12,193,1,1,1,4,6,0,1,0,1,0,0,0,0,1
526,模式口南里 2室1厅 南 北,276,44922,0,61.44,0,0,0,1,0.5,0,1,12,193,1,1,1,2,6,0,1,0,1,0,0,0,0,2
527,赵山小区 有钥匙 南北通透 明厨明卫两居室出售,249,42623,0,58.42,0,0,1,0,0.333333333,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
528,海特花园电梯房 2000年楼龄 正规三局,439,42355,0,103.65,0,1,0,1,0.25,0,0,12,193,1,1,1,1,18,0,0,0,0,1,0,0,0,3
529,海特花园小区 3室2厅 东南,868,33052,0,262.62,0,0,1,2,0.142857143,0,0,12,193,2,1,2,3,5,0,0,0,0,1,0,0,0,3
530,琳琅庄园 1室1厅 西,345,45270,0,76.21,0,1,0,2,0.181818182,0,0,12,193,1,1,1,3,16,0,0,1,0,0,0,0,0,1
531,金顶街四区  全南向格局 诚心出售,385,49070,0,78.46,0,1,0,1,0.25,0,0,12,193,1,1,1,2,18,0,1,0,0,0,0,0,0,2
532,房子是满五年的，三居户型，小区居住舒适安静,428,46406,0,92.23,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
533,金顶街三区 东南二居室 低楼层 诚心出售,410,46177,1,88.79,0,1,0,1,0.272727273,0,0,12,193,1,1,1,4,24,0,0,0,0,1,0,0,0,2
534,海特花园小区塔楼高楼层两居室，视野好，看房方便,380,45293,0,83.9,0,1,0,1,0.285714286,0,0,12,193,1,1,2,2,18,0,1,1,0,0,0,0,0,2
535,金顶街青年公寓南向一居室 满五唯一 全明格局 有电梯,228,52342,0,43.56,0,2,0,0,0.142857143,0,0,12,193,0,1,1,2,14,1,1,0,0,0,0,0,0,1
536,模式口南里 1室1厅 南 北,215,50082,0,42.93,0,0,0,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,1
537,满五年唯一，2004年楼龄，距离杨庄地铁站800米,300,50616,0,59.27,0,2,1,2,0.25,0,0,12,193,1,1,1,0,18,0,0,1,0,0,0,0,0,1
538,铸造村 2室1厅 南,375,45968,0,81.58,0,1,0,0,0.285714286,0,0,12,193,1,1,1,1,16,0,1,0,0,0,0,0,0,2
539,西井二区 南北通透两居室 明厨明卫户型好,259,56098,0,46.17,0,0,1,2,0.5,0,1,12,193,1,1,1,4,5,0,1,0,1,0,0,0,0,2
540,西井二区 南北通透 三居室 采光好,259,41328,0,62.67,0,0,1,2,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,3
541,金顶北路九号院 1室1厅 南 西,235,48058,0,48.9,0,0,1,2,0.25,0,1,12,193,1,1,1,2,6,0,1,1,0,0,0,0,0,1
542,启迪香山 1室1厅 北,245,62676,0,39.09,4,2,0,2,0.020618557,0,0,12,193,0,0,0,2,9,0,0,0,1,0,0,0,0,2
543,琳琅庄园 2室2厅 西南,530,46561,0,113.83,0,1,0,2,0.25,0,0,12,193,2,1,1,1,16,0,0,0,0,0,0,1,0,2
544,六一小学教工楼 南北通透 满五年,246,44883,0,54.81,4,0,1,2,0.25,0,2,12,193,1,1,1,4,4,0,1,0,1,0,0,0,0,2
545,启迪香山 安静小区 户型方正 无浪费,205,43004,0,47.67,4,2,0,2,0.020618557,0,0,12,193,0,0,0,2,9,1,0,0,0,0,0,0,0,3
546,金顶街四区 2室1厅 东 西,259,44495,0,58.21,4,0,0,2,0.333333333,0,1,12,193,1,1,1,3,6,1,0,1,0,0,0,0,0,2
547,模式口西里 2室1厅 西 北,288,44376,0,64.9,0,1,0,2,0.285714286,0,0,12,193,1,1,1,0,16,0,0,1,1,0,0,0,0,2
548,广宁村 南北通透两居室 装修不错 诚心出售,199,33764,0,58.94,0,0,1,1,0.5,0,1,12,193,1,1,1,3,6,0,1,0,1,0,0,0,0,2
549,八大处山庄  独栋别墅      诚心出售,2680,84198,0,318.3,4,4,1,0,1,2,2,12,193,4,2,5,4,3,0,1,0,1,0,0,0,0,8
550,庐师山庄联排户型 采光好 不临街,3300,61647,0,535.31,4,0,0,2,1,1,0,12,193,2,1,3,5,2,0,1,0,1,0,0,0,0,5
551,苹果园西井四区正规三居室  满五业主名下只有一套住房,389,39489,0,98.51,0,0,1,0,0.333333333,0,1,12,193,1,1,1,2,6,0,0,1,1,0,0,0,0,3
552,启迪香山 2室1厅 东,237,49832,1,47.56,4,2,0,2,0.020618557,0,0,12,193,0,0,0,1,9,1,0,0,0,0,0,0,0,3
553,启迪香山 朝东向 带电梯 落地窗,254,52210,0,48.65,4,2,0,0,0.020618557,0,0,12,193,0,0,0,1,9,1,0,0,0,0,0,0,0,3
554,启迪香山 安静小区 户型方正 无浪费,238,49739,0,47.85,4,2,0,2,0.020618557,0,0,12,193,0,0,0,1,9,1,0,0,0,0,0,0,0,3
555,西井三区南北通透三居室，楼层合适，格局方正,445,57989,0,76.74,0,0,1,1,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,3
556,雍景双庐 满五年唯一 商品房 近地铁,660,50294,0,131.23,0,1,0,2,0.272727273,0,0,12,193,2,1,2,2,25,0,0,0,0,1,0,0,0,3
557,启迪香山 安静小区 户型方正 无浪费,278,58638,0,47.41,4,2,0,2,0.020618557,0,0,12,193,0,0,0,0,9,1,0,0,0,0,0,0,0,2
558,启迪香山小区 房龄新  有电梯,268,68560,0,39.09,4,2,0,2,0.020618557,0,0,12,193,0,0,0,2,9,0,0,0,1,0,0,0,0,2
559,启迪香山朝西向 低楼层 不临街,272,57372,0,47.41,4,2,0,0,0.020618557,0,0,12,193,1,1,1,4,9,0,0,1,0,0,0,0,0,2
560,金顶街五区全南两居室 南侧不临街 采光无遮挡,496,51410,0,96.48,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,24,0,1,0,0,0,0,0,0,2
561,启迪香山朝东向 中楼层 不临街,279,58162,1,47.97,4,2,0,2,0.020618557,0,0,12,193,0,0,0,0,9,1,0,0,0,0,0,0,0,3
562,启迪香山  诚心出售 精装修 看房方便,279,58454,0,47.73,4,2,0,2,0.020618557,0,0,12,193,0,0,0,0,9,1,0,0,0,0,0,0,0,3
563,启迪香山朝西向  低楼层  不临街,236.5,49426,0,47.85,4,2,0,2,0.020618557,0,0,12,193,0,0,0,1,9,0,0,1,0,0,0,0,0,1
564,启迪香山   中楼层  朝西向 2017年,242,50734,0,47.7,4,2,0,2,0.020618557,0,0,12,193,0,0,0,0,9,0,0,1,0,0,0,0,0,3
565,启迪香山 带电梯 交通方便 房龄新,285,59413,0,47.97,4,2,0,2,0.020618557,0,0,12,193,0,0,0,2,9,0,0,1,0,0,0,0,0,3
566,业主诚心出售 看房方便，2016年楼龄,189,44440,0,42.53,4,0,0,2,0.076923077,0,0,12,193,0,0,0,1,15,0,0,0,0,1,0,0,0,2
567,启迪香山   朝西向    低楼层,218,45560,0,47.85,4,2,0,2,0.020618557,0,0,12,193,0,0,0,1,9,0,0,1,0,0,0,0,0,3
568,海特花园小区 2室1厅 东南,309,48831,0,63.28,4,1,0,0,0.181818182,0,0,12,193,1,1,1,1,18,0,0,0,0,1,0,0,0,2
569,四季之美，西山之便。都在此房中。,420,64172,0,65.45,0,2,0,0,0.5,0,0,12,193,1,1,1,1,16,0,0,0,0,0,0,0,1,1
570,海特花园 四室两卫 没有抵押 产权清晰 诚心出售,508,29846,0,170.21,4,1,0,1,0.285714286,0,0,12,193,2,1,2,0,18,0,1,0,0,0,1,0,0,4
571,苹果汇 1室0厅 南,190,41359,0,45.94,0,0,0,2,0.076923077,0,0,12,193,0,0,0,0,15,0,1,0,0,0,0,0,0,1
572,启迪香山 安静小区 户型方正 无浪费,228,48092,0,47.41,4,2,0,2,0.020618557,0,0,12,193,0,0,0,1,9,1,0,0,0,0,0,0,0,3
573,海特花园小区 4室2厅 东南 西北,495,29082,0,170.21,4,1,0,2,0.285714286,0,0,12,193,2,1,2,1,18,0,0,0,0,1,0,0,1,4
574,海特花园小区 1室1厅 东 西,275,50748,0,54.19,0,0,1,1,0.5,0,1,12,193,1,1,1,1,6,1,0,1,0,0,0,0,0,1
575,金福苑 2室1厅 南 北,418,54957,0,76.06,0,0,1,2,0.5,0,1,12,193,1,1,1,0,6,0,1,0,1,0,0,0,0,2
576,苹果汇 地铁口的次新房  2016年楼龄,209,38202,0,54.71,0,0,0,0,0.076923077,0,0,12,193,0,0,0,0,15,0,1,0,0,0,0,0,0,2
577,苹果园小区三区 2室1厅 东南,369,49577,0,74.43,0,1,0,1,0.285714286,0,0,12,193,1,1,1,0,16,0,0,0,0,1,0,0,0,2
578,苹果园地铁100米以内，诚心出售,396,53959,0,73.39,4,0,0,2,0.076923077,0,0,12,193,0,0,0,3,15,1,0,0,0,0,0,0,0,3
579,金顶街五区 诚心出售 随时签约,435,51953,0,83.73,0,1,0,1,0.272727273,0,0,12,193,1,1,1,0,24,0,0,0,0,1,0,0,0,2
580,精装修大两居，南北通透，楼层好位置佳，居住舒适,420,37917,0,110.77,0,2,0,0,0.5,1,0,1,61,2,1,1,2,22,0,1,0,1,0,0,0,0,2
581,沸城精装修两居 客厅和主卧朝南 户型合理,355,42032,0,84.46,0,2,0,0,0.666666667,0,0,1,61,1,1,1,0,25,0,1,0,0,0,0,0,0,2
582,沸城   视野宽阔    三居室,575,40419,1,142.26,0,2,0,0,0.666666667,0,0,1,61,1,1,2,2,25,0,1,0,1,0,0,0,0,3
583,新月家园  满五年唯一的正规两居室 户型方正,335,36793,0,91.05,0,0,1,0,0.25,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
584,晓月苑五里 3室1厅 东北 西南,409,34238,0,119.46,0,1,0,1,0.25,1,0,1,61,1,1,2,1,22,0,0,0,0,0,1,1,0,3
585,晓月苑二里两居室南北通透采光好,255,36544,0,69.78,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
586,低楼层 南北两居室 户型方正 产权清晰,261,48334,0,54,0,0,1,1,0.333333333,0,1,1,61,1,1,1,4,6,0,1,0,1,0,0,0,0,2
587,卢沟桥南里  南北通透 正规小两居 随时看房,240,40845,0,58.76,0,0,1,1,0.333333333,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
588,五环内 晓月新城 正规两居室 精装修 满五年唯一,302,38209,0,79.04,0,1,0,0,0.222222222,1,0,1,61,1,1,1,3,24,0,0,0,0,0,1,0,0,2
589,沸城精装三居室，满五年唯一，中间楼层，全明格局,496,41077,0,120.75,0,2,0,2,0.666666667,0,0,1,61,1,1,2,0,25,0,0,0,0,1,0,0,0,3
590,卢沟桥南里 正规两居室 满五唯一 诚心出售,226,42236,0,53.51,0,0,1,2,0.333333333,0,1,1,61,1,1,1,2,6,1,0,1,0,0,0,0,0,2
591,晓月苑二里 南北 一室一厅 看房方便,229,42796,0,53.51,0,0,1,1,0.5,0,1,1,61,1,1,1,4,6,0,1,0,1,0,0,0,0,1
592,五环内 晓月苑五里 正规一居室 满五年唯一,228,39556,0,57.64,0,1,0,1,0.181818182,1,0,1,61,1,1,1,2,22,0,0,0,0,0,0,0,1,1
593,晓月五里 首套购房契税1% 商品房 带电梯 精装修,249,39783,0,62.59,0,1,0,1,0.181818182,1,0,1,61,1,1,1,1,22,0,0,0,0,0,0,1,0,1
594,新月家园正规3居南北通透低楼层满五年唯一诚心出售,490,42591,1,115.05,0,0,1,1,0.5,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,3
595,满五唯一 精装修 三居室 中间楼层,509,40095,0,126.95,0,2,0,2,0.666666667,0,0,1,61,1,1,2,0,23,0,1,0,1,0,0,0,0,3
596,银海星月 3室1厅 南 北,680,52624,0,129.22,0,0,1,2,0.5,0,1,1,61,1,1,2,1,6,0,1,0,1,0,0,0,0,3
597,卢沟桥南里 房主诚心出售 看房方便,260,52314,0,49.7,0,0,1,1,0.333333333,0,1,1,61,1,1,1,3,5,0,1,0,0,0,0,0,0,2
598,晓月新城，满五唯一两居室业主诚心出售,345,36466,0,94.61,0,1,0,2,0.222222222,1,0,1,61,1,1,1,1,24,0,0,0,0,0,0,1,0,2
599,满五唯一，中间层，南北通透，小两居业主诚心出售,316,59623,0,53,0,0,1,0,0.333333333,0,1,1,61,1,1,1,4,5,0,1,0,1,0,0,0,0,3
600,卢沟桥南里 满五年唯一 中间楼层,240,43267,0,55.47,0,0,1,2,0.333333333,0,1,1,61,1,1,1,0,6,0,1,0,0,0,0,0,0,2
601,新月家园  南北通透  前后无遮挡采光好,368,39957,0,92.1,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
602,满两年，采光视野良好，诚心出售，价格能谈,330,47599,1,69.33,0,0,0,1,0.5,0,1,1,61,1,1,1,3,6,1,0,1,0,0,0,0,0,2
603,五环内大两居 满五年唯一住房  室内干净整洁,350,38424,1,91.09,0,2,0,0,0.5,1,0,1,61,1,1,1,1,22,0,0,0,0,0,1,0,0,2
604,新月家园小区，2002年商品房，正规一居室,295,43841,0,67.29,0,0,1,2,0.25,0,1,1,61,1,1,1,0,6,0,0,1,0,0,0,0,0,1
605,南北通透的正规一居 格局合理 采光好,220,40161,0,54.78,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,1
606,新月家园 正规一居室 满五年唯一 业主诚心出售,278,42224,0,65.84,0,0,1,1,0.25,0,1,1,61,1,1,1,0,6,0,0,0,0,0,1,0,0,1
607,晓月苑五里 07年一居室 落地窗,305,43747,0,69.72,0,2,0,2,0.4,1,0,1,61,1,1,1,0,22,0,0,0,0,1,0,0,0,1
608,卢沟桥南里 正规两居室 业主诚心出售,305,35615,1,85.64,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,1,0,1,0,0,0,0,0,2
609,晓月苑二里 3室1厅 335万,335,38077,0,87.98,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,3
610,南向正规两居室，格局方正，产权清晰,212,47662,1,44.48,0,0,1,2,0.333333333,0,1,1,61,1,1,1,2,6,0,1,0,0,0,0,0,0,2
611,五环内板楼 晓月苑二里 南北通透三居室 业主诚意出售,385,41430,0,92.93,0,0,1,1,0.25,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,3
612,银海星月 南北通透 双卫把边全明户型 带一个租赁车位,409,39694,1,103.04,0,0,1,1,0.5,0,1,1,61,2,1,2,3,6,0,1,0,1,0,0,0,0,2
613,晓月苑五里 大三居 满五年唯一 有钥匙随时可以看房,403,33736,0,119.46,0,1,0,1,0.25,1,0,1,61,1,1,2,1,22,0,0,0,0,0,1,1,0,3
614,银海星月 2室2厅 南 北,475,45854,1,103.59,0,0,1,2,0.5,0,1,1,61,2,1,2,0,6,0,1,0,1,0,0,0,0,2
615,晓月苑五里 2室1厅 南 西,350,36394,0,96.17,0,1,0,1,0.25,1,0,1,61,1,1,1,2,22,0,1,1,0,0,0,0,0,2
616,南北双阳台 三居室 视野开阔安静 没有吵闹之声,335,38264,0,87.55,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,3
617,沸城南北精装三居室，高楼层视野好,560,39096,0,143.24,0,2,0,2,0.666666667,0,0,1,61,2,1,2,0,25,0,1,0,1,0,0,0,0,3
618,沸城 南北向三居室 业主诚心出售 户型方正,508,38582,0,131.67,0,2,0,1,0.666666667,0,0,1,61,1,1,2,1,25,0,1,0,1,0,0,0,0,3
619,晓月苑北里  南北通透 户型好 满五唯一,308,39985,0,77.03,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
620,沸城 南北通透三居室，采光充足，双卫生间 精装修,530,41310,0,128.3,0,2,0,1,0.666666667,0,0,1,61,1,1,2,2,25,0,1,0,1,0,0,0,0,3
621,西南五环内 晓月苑二里 南北通透 两居室,281,39690,0,70.8,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
622,沸城南北通透三居，户型方正格局合理，高楼层视野好,558,38956,0,143.24,0,2,0,1,0.666666667,0,0,1,61,1,1,2,2,25,0,1,0,1,0,0,0,0,3
623,晓月苑三里 六层板楼  满五  看房随时,355,35690,0,99.47,0,0,1,1,0.5,0,1,1,61,2,1,1,3,6,0,1,0,1,0,0,0,0,2
624,五环内 三居室 满五年唯一 看房方便,388,37212,0,104.27,0,1,0,0,0.25,1,0,1,61,1,1,1,1,22,0,0,0,0,0,1,0,0,3
625,卢沟桥南里小区  南北向正规两居室  2002年建成,330,41852,0,78.85,0,0,1,2,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
626,晓月新城 大两居 采光充足 满五年唯一,390,38060,0,102.47,0,1,0,0,0.222222222,1,0,1,61,1,1,1,0,24,0,0,0,0,0,0,1,0,2
627,卢沟桥南里甲八号院 2室1厅 南 北,305,40765,0,74.82,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
628,卢沟桥南里 正规一居室 中间楼层 全南向 明厨明卫,209,43588,1,47.95,0,0,1,1,0.333333333,0,1,1,61,1,1,1,0,6,0,1,0,0,0,0,0,0,1
629,满五唯一 精装修大两居室 格局好 无浪费,365,38313,0,95.27,0,1,0,0,0.25,1,0,1,61,1,1,1,1,24,1,0,0,0,0,0,0,0,2
630,东南向大两居，满五年唯一，看房有钥匙，靠谱出售,376,39806,0,94.46,0,1,0,1,0.166666667,1,0,1,61,1,1,1,1,15,0,0,0,0,1,0,0,0,2
631,鑫融皓月小区 2008年商品房 环境干净,415,46740,0,88.79,0,0,0,0,0.333333333,0,1,1,61,1,1,1,0,6,1,0,1,0,0,0,0,0,2
632,卢沟桥北里 南北两居 诚心出售,255,47906,0,53.23,0,0,1,1,0.333333333,0,1,1,61,1,1,1,3,5,0,1,0,1,0,0,0,0,2
633,全南向一居室  满五唯一 格局方正,270,42974,0,62.83,0,2,0,1,0.4,1,0,1,61,1,1,1,0,21,0,1,0,0,0,0,0,0,1
634,南北通透25平米方正客厅，双卧朝南不临街。,460,40698,0,113.03,0,0,1,0,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,3
635,晓月苑一里 精装修两居室 南北通透 满五年唯一,287,41486,1,69.18,0,0,1,0,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
636,卢沟桥南里 满五唯一 两居室 户型通透,235,44132,0,53.25,0,0,1,1,0.2,0,1,1,61,1,1,1,0,6,1,0,1,0,0,0,0,0,2
637,卢沟桥南里 2室1厅 南 北,281,43927,1,63.97,0,0,1,2,0.333333333,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
638,晓月苑二里 1室1厅 南,223,42356,0,52.65,0,0,1,0,0.5,0,1,1,61,1,1,1,2,6,0,1,0,0,0,0,0,0,1
639,此房满五年唯一，看房随时，业主诚心出售，楼层好！,310,55556,0,55.8,0,0,1,2,0.333333333,0,1,1,61,1,1,1,0,5,0,1,0,1,0,0,0,0,2
640,晓月新城 正规一居室 采光充足 视野好,245,44057,0,55.61,0,1,0,1,0.222222222,1,0,1,61,1,1,1,2,24,0,0,0,1,0,0,0,0,1
641,卢沟桥南里甲八号院 满五唯一 诚心出售,290,30614,0,94.73,0,0,1,2,0.5,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,2
642,沸城  满五年唯一 西南向双卫三居 三房朝南 商品房,480,39739,0,120.79,0,2,0,0,0.666666667,0,0,1,61,1,1,2,0,25,0,0,0,0,0,0,1,0,3
643,房子2002年楼龄 业主随时签约,450,34534,0,130.31,0,0,1,2,0.5,0,1,1,61,1,1,2,4,6,1,0,1,0,0,0,0,0,3
644,沸城 南北通透 精装修 采光好 正规三居室,525,43264,1,121.35,0,2,0,0,0.666666667,0,0,1,61,1,1,1,2,25,0,1,0,1,0,0,0,0,3
645,银海星月 满五唯一 采光充足南北通透,488,46892,0,104.07,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
646,卢沟桥南里 2室2厅 西南,378,40795,0,92.66,0,0,1,2,0.5,0,1,1,61,2,1,1,1,6,0,0,0,0,0,0,1,0,2
647,卢沟桥南里  精装修  正规两居 拎包入住,265,45300,0,58.5,0,0,1,2,0.333333333,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
648,新月家园 南北通透 中楼层 视野好 满五年,615,40318,0,152.54,0,0,0,0,0.5,0,1,1,61,2,1,2,0,6,0,1,0,1,0,0,0,0,3
649,次顶层，南北通透，满五唯一，两居室业主诚心出售。,399,42904,1,93,0,0,1,2,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
650,银海星月  低楼层  南北通透 三居室 交通便利,660,52187,0,126.47,0,0,1,2,0.5,0,1,1,61,1,1,2,4,6,0,1,0,1,0,0,0,0,3
