id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
4238,"Space bridge, No. 15 Fucheng Road, two residences south of Jeollanam-do",880,151490,non_co_ownership,58.09,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Haidian,Ganjiakou,1,1,1,bottom_floor,6,no,south,no,no,no,no,no,no,2,115.0114819,40.7291985,None,None,FALSE,FALSE
4239,No. 36 building materials residence formal 15 square meters open window living room is not facing the street and unobstructed,472,98027,non_co_ownership,48.15,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Haidian,Ganjiakou,1,1,1,low_floor,14,east,no,west,no,no,no,no,no,1,115.8709208,40.20396153,None,None,FALSE,FALSE
4240,"The only one with five or more people, direct elevator access, transparent north-south, comprehensive layout, fine decoration",620,96875,non_co_ownership,64,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Haidian,Ganjiakou,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,115.7249115,39.04025202,None,None,FALSE,FALSE
4241,Bajiao North Road Community has two residences in the south and only five residences,239,47715,non_co_ownership,50.09,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,116.9093162,40.24702302,None,None,FALSE,FALSE
4242,The octagonal Zhongli Nanxiang one-bedroom kitchen and bathroom are decorated!,230,56805,non_co_ownership,40.49,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,116.8405039,40.15489673,None,None,FALSE,FALSE
4243,"North Bajiao Road, two bedrooms facing south, with good lighting and keys for viewing",325,49832,non_co_ownership,65.22,flat_floor,tower,mixed_structure,rough,0.25,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,115.8819629,40.35181439,None,None,FALSE,FALSE
4244,"No. 5 Jingyuan Road, Chaoyang Hospital Family Hospital, Bajiao Amusement Park Station 991 meters",345,60084,non_co_ownership,57.42,flat_floor,Banlou,mixed_structure,others,0.333333333,central_heating,no,Shijingshan,Anise,2,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,115.1230787,40.0348612,None,None,FALSE,FALSE
4245,"Bajiao North Road, Room 1, Hall 1 South",188,51877,co_ownership,36.24,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,115.5076515,39.94716571,None,None,FALSE,FALSE
4246,Two bedrooms facing south on the middle floor of Ming Kitchen and Ming Wei in the octagonal Zhongli,320,54842,non_co_ownership,58.35,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,115.1352149,40.37088867,None,None,FALSE,FALSE
4247,The property rights of two residences in the north and south of Rongjing City are clear and bright,539.9,60103,non_co_ownership,89.83,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,25,no,south,no,north,no,no,no,no,2,115.4348726,40.86605918,None,None,FALSE,FALSE
4248,"West Gravity Three-bedroom, 2005 commercial house, close to the subway, wide area, four balconies",680,53794,non_co_ownership,126.41,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Shijingshan,Anise,1,1,2,low_floor,16,no,no,no,no,no,no,southwest,no,3,116.5990686,39.31451643,None,None,FALSE,FALSE
4249,"South Bajiao Road, near the subway, steel-concrete structure, transparent kitchen and bathroom from north to south",318,56969,non_co_ownership,55.82,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.8481606,40.91268441,None,None,FALSE,FALSE
4250,"The house is well-furnished with five soles, one bedroom is regular southeast facing, and there is an elevator.",270,53329,non_co_ownership,50.63,flat_floor,tower,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,19,no,no,no,no,southeast,no,no,no,1,115.1302999,39.4718873,None,None,FALSE,FALSE
4251,West Gravity's commercial housing in 2005 faces three bedrooms in the southwest,622,52305,co_ownership,118.92,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shijingshan,Anise,2,1,2,bottom_floor,18,no,no,no,no,no,no,southwest,no,3,115.0187445,40.01502269,None,None,FALSE,FALSE
4252,The middle location of the classic two-bedroom north-south community on Bajiao South Road,269.5,49889,non_co_ownership,54.02,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.0884993,39.03150226,None,None,FALSE,FALSE
4253,"2 bedrooms, kitchen and bathroom on the 3rd floor of Bajiao North Road, a family of 5 years old",290,49607,non_co_ownership,58.46,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.1300223,39.93319618,None,None,FALSE,FALSE
4254,"The middle floor of Bajiao North Road, north-south transparent, two-bedroom",283,49347,non_co_ownership,57.35,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.9709679,40.91535805,None,None,FALSE,FALSE
4255,"Built in 1993, the house is full of five and unique, with fine decoration of two bedrooms in the north and south, with good lighting",325,54494,non_co_ownership,59.64,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.247846,40.72894425,None,None,FALSE,FALSE
4256,Two-bedroom apartment with transparent kitchen and bathroom,305,51818,non_co_ownership,58.86,flat_floor,Banlou,mixed_structure,rough,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,116.3770174,40.37299046,None,None,FALSE,FALSE
4257,Bajiao Road Ming Chu Ming Wei is 800 meters away from Line 1 Gucheng Metro Station,260,39163,non_co_ownership,66.39,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,115.0517704,39.25087131,None,None,FALSE,FALSE
4258,"The octagonal center has two bedrooms facing south, with plenty of light and a beautiful residential environment.",305,52182,non_co_ownership,58.45,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,116.6102913,39.88521585,None,None,FALSE,FALSE
4259,"Bajiao Beili has two residences facing south in 1994, high floors, wide views, mature communities,",317,54356,non_co_ownership,58.32,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,115.2909397,40.87666581,None,None,FALSE,FALSE
4260,"Two rooms and one hall in Bajiao Beili, middle floor, in the middle of the community, full five years",325,55001,non_co_ownership,59.09,flat_floor,Banlou,mixed_structure,hardcover,0.25,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,no,no,north,southeast,no,no,no,2,116.5302431,39.45409695,None,None,FALSE,FALSE
4261,"Two-bedroom south facing courtyard at No. 5 Jingyuan Road, square apartment",339,60950,non_co_ownership,55.62,flat_floor,Banlou,mixed_structure,others,0.333333333,central_heating,no,Shijingshan,Anise,2,1,1,middle_floor,5,no,south,no,no,no,no,no,no,2,115.3378749,39.22029057,None,None,FALSE,FALSE
4262,"(Good house) Bajiao Nanli for five years, two homes facing south! Near the subway elevator room!",425,52205,non_co_ownership,81.41,flat_floor,tower,steel_concrete_structure,simple_decoration,0.181818182,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,20,no,south,no,no,no,no,no,no,2,115.378516,40.98931623,None,None,FALSE,FALSE
4263,Rongjing City 2 Room 1 Hall Southeast North,637,64776,non_co_ownership,98.34,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shijingshan,Anise,1,1,1,high_floor,26,east,south,no,north,no,no,no,no,2,115.8301283,40.16565962,None,None,FALSE,FALSE
4264,Shijingjiayuan 2 room 1 hall south,309,46854,non_co_ownership,65.95,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,high_floor,21,no,south,no,no,no,no,no,no,2,115.3287941,40.06560801,None,None,FALSE,FALSE
4265,Two-bedroom hard-covered north-south permeable room on Bajiao South Road,285,47406,non_co_ownership,60.12,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.735543,40.0528048,None,None,FALSE,FALSE
4266,Two-bedroom high-floor high-floor apartment in the south of Rongjing City is well-decorated and unobstructed,570,64722,non_co_ownership,88.07,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shijingshan,Anise,2,1,1,high_floor,26,no,south,no,no,no,no,no,no,2,116.087705,40.94577287,None,None,FALSE,FALSE
4267,"Rongjing City has three bedrooms, two terraces and three households facing the garden",830,61477,non_co_ownership,135.01,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Shijingshan,Anise,1,1,2,low_floor,26,no,south,no,north,no,no,no,no,3,116.5653012,39.34254528,None,None,FALSE,FALSE
4268,"Bajiao Beili Gan Rest House, a small three-bedroom, transparent north-south, square layout",335,48956,co_ownership,68.43,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,115.4854115,40.78431283,None,None,FALSE,FALSE
4269,Rongjingcheng is the only three-bedroom apartment with a large area of ​​transparent north-south and fine decoration,830,61070,non_co_ownership,135.91,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Shijingshan,Anise,2,1,2,middle_floor,26,no,south,no,north,no,no,no,no,3,116.3146805,40.57954372,None,None,FALSE,FALSE
4270,"Bajiao North Road, pure south, non-top floor, two-bedroom",249,49652,non_co_ownership,50.15,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,no,no,no,no,no,2,116.453064,39.46359374,None,None,FALSE,FALSE
4271,"Rongjing City Phase III, two-bedroom high-floor rooms with transparent north-south and good views",576,63668,non_co_ownership,90.47,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,elevator,Shijingshan,Anise,1,1,1,high_floor,26,no,south,west,north,no,no,no,no,2,116.4829276,39.84914973,None,None,FALSE,FALSE
4272,One-bedroom low floor on Bajiao South Road for two years,195,53808,non_co_ownership,36.24,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,low_floor,6,no,south,no,no,no,no,no,no,1,116.5397976,39.6240613,None,None,FALSE,FALSE
4273,"Two-bedroom Ming Kitchen Ming Wei on Bajiao North Road, double south facing view at any time",240,43724,non_co_ownership,54.89,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,2,116.4954605,39.88503366,None,None,FALSE,FALSE
4274,"Two-bedroom apartment in the north and south of Rongjing City, bathroom with window",597,66282,non_co_ownership,90.07,flat_floor,Banlou,steel_concrete_structure,others,0.5,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,26,no,south,no,north,no,no,no,no,2,116.4325783,40.85594861,None,None,FALSE,FALSE
4275,Bajiao North Road Community has two-bedroom apartments with a square plan and no shelter from the north to the south.,279,51648,non_co_ownership,54.02,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.2132173,40.54931979,None,None,FALSE,FALSE
4276,A classic south-facing one-bedroom apartment on Bajiao North Road for sale sincerely,188,51877,non_co_ownership,36.24,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,116.4555116,40.63767979,None,None,FALSE,FALSE
4277,"There is a sloping roof on the top floor, a formal one bedroom and one living room, with transparent north and south, bright kitchen and bathroom!",295,55713,non_co_ownership,52.95,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,1,115.9957425,39.37939713,None,None,FALSE,FALSE
4278,"A one-bedroom apartment on the middle floor of No. 5 Stadium South Street, purely south-facing, with good daylighting views",226,38208,non_co_ownership,59.15,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.4,central_heating,elevator,Shijingshan,Anise,1,1,1,middle_floor,18,no,south,no,no,no,no,no,no,1,116.5053745,40.00429932,None,None,FALSE,FALSE
4279,Bajiao Road Community is 900 meters away from Line 1 Gucheng Metro Station after five years,158,49099,non_co_ownership,32.18,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,5,no,south,no,no,no,no,no,no,2,116.2465223,39.21593181,None,None,FALSE,FALSE
4280,"After five years, Shougang's director-level cadres have a 3.3-meter-high fine decoration",218,44682,non_co_ownership,48.79,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,5,no,south,no,no,no,no,no,no,2,115.6670126,40.17924799,None,None,FALSE,FALSE
4281,The warm community on Bajiao North Road makes you feel at home with a down payment of less than 1 million,254,52199,non_co_ownership,48.66,flat_floor,Banlou,mixed_structure,rough,0.5,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.6782412,40.80351051,None,None,FALSE,FALSE
4282,"Shijingjiayuan, a full-time layout, good view and daylighting",270,41197,non_co_ownership,65.54,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,high_floor,21,east,no,no,north,no,no,no,no,2,115.9098355,40.26463815,None,None,FALSE,FALSE
4283,Three-meter-high double-south two-bedroom apartment in the Soviet building in Bajiao Road Community for five years,220,45092,non_co_ownership,48.79,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,5,no,south,no,no,no,no,no,no,2,115.3338605,40.1676152,None,None,FALSE,FALSE
4284,"Shijingjiayuan This house is the only one in five years, with finely-decorated two bedrooms",330,49699,non_co_ownership,66.4,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,21,east,no,no,no,no,no,no,no,2,116.2368034,40.37878218,None,None,FALSE,FALSE
4285,"This room is transparent from north to south, the bathroom has windows, and the owner sells it sincerely",390,67827,non_co_ownership,57.5,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,115.5858444,39.99751769,None,None,FALSE,FALSE
4286,"No. 5 Jingyuan Road, North-south Three-bedroom Ming Kitchen Mingwei Family Building of Chaoyang Hospital",375,51293,co_ownership,73.11,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,3,115.538965,40.15907688,None,None,FALSE,FALSE
4287,The octagonal Zhongli refined decoration two-bedroom steel-concrete structure with elevator,320,52658,non_co_ownership,60.77,flat_floor,tower,steel_concrete_structure,hardcover,0.181818182,central_heating,elevator,Shijingshan,Anise,1,1,1,middle_floor,19,no,south,no,north,no,no,no,no,2,115.4328527,40.15698796,None,None,FALSE,FALSE
4288,Bajiao Nanli Nanxiang refined decoration high-floor one-bedroom,230,55799,non_co_ownership,41.22,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,1,115.1035951,39.49156861,None,None,FALSE,FALSE
4289,"Two bedrooms with refined decoration in the north and south of Rongjing City Phase III, the owner sincerely sells",569,65223,co_ownership,87.24,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Shijingshan,Anise,1,1,1,middle_floor,26,no,south,no,north,no,no,no,no,2,116.1299628,40.19110559,None,None,FALSE,FALSE
4290,"Bajiao Beili with elevator, low floor, formal one bedroom and one living room, full five years",235,44711,non_co_ownership,52.56,flat_floor,tower,steel_concrete_structure,simple_decoration,0.285714286,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,17,no,south,no,no,no,no,no,no,1,115.5446975,40.48315081,None,None,FALSE,FALSE
4291,Two-bedroom apartment in Bajiao Nanli with transparent north-south decoration,289.5,49940,co_ownership,57.97,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.2443738,39.69369274,None,None,FALSE,FALSE
4292,"In 2005, the community has a new building age, five years old, no other real estate under the family name",595,58305,non_co_ownership,102.05,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,middle_floor,18,no,south,no,north,no,no,no,no,2,115.4013264,39.99538133,None,None,FALSE,FALSE
4293,"(Preferred) Bajiao Beili has a five-year down payment of 870,000! Quan Ming apartment near the subway!",222,52645,non_co_ownership,42.17,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,115.9005947,40.26972461,None,None,FALSE,FALSE
4294,"Bajiao South Road Community, with transparent kitchens, clear kitchens, clear bathroom, and clear decoration from north to south",315,51538,non_co_ownership,61.12,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.3373125,40.97936071,None,None,FALSE,FALSE
4295,The owner of Shijingjiayuan two-bedroom apartment sincerely sells the new building,265,39028,non_co_ownership,67.9,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,21,no,south,no,north,no,no,no,no,2,115.5532192,40.8936311,None,None,FALSE,FALSE
4296,"Shijingshan Bajiao Beili Community, a well-lit two-bedroom main house, sold in good faith.",284,48152,non_co_ownership,58.98,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,no,no,no,no,no,southwest,no,2,115.6857958,39.60399716,None,None,FALSE,FALSE
4297,"Bajiao Beili is a two-bedroom apartment that is open to the north and south, sincerely selling",288,50412,non_co_ownership,57.13,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.128804,40.72590456,None,None,FALSE,FALSE
4298,"In the octagonal, there are five and only two bedrooms for sale sincerely, Ming Kitchen Ming Wei",288,48814,non_co_ownership,59,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.461463,40.32403388,None,None,FALSE,FALSE
4299,One elevator and two middle floors make life more comfortable.,388,56701,non_co_ownership,68.43,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,116.6729614,40.8352658,None,None,FALSE,FALSE
4300,"Commodity housing community in 2005, high-quality base merchants, sincerely sold",565,35742,non_co_ownership,158.08,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Shijingshan,Anise,1,0,2,bottom_floor,16,no,south,no,no,no,no,no,no,2,116.8339002,39.50928971,None,None,FALSE,FALSE
4301,"In the community in 2005, the owner sold it sincerely, the only house under the name of the family for five years",700,55376,non_co_ownership,126.41,no_data_yet,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Shijingshan,Anise,2,1,2,high_floor,16,no,no,no,no,no,no,southwest,no,3,115.9572161,39.86999277,None,None,FALSE,FALSE
4302,"Two-bedroom hard-covered room with living room in Bajiao Road Community, transparent north-south",324,43555,non_co_ownership,74.39,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,5,no,south,no,north,no,no,no,no,2,115.3867341,39.28167849,None,None,FALSE,FALSE
4303,The semi-underground where the company can be registered has good lighting and a large balcony,120,38735,non_co_ownership,30.98,no_data_yet,tower,steel_concrete_structure,others,0.25,central_heating,no_data_yet,Shijingshan,Anise,1,1,1,basement,4,east,no,no,no,no,no,no,no,1,116.4374629,39.94155587,None,None,FALSE,FALSE
4304,"There are two bedrooms in the north and south of the octagonal Zhongli, with windows in the kitchen and bathroom, good ventilation and good lighting.",305,51818,non_co_ownership,58.86,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,115.7668116,40.80795474,None,None,FALSE,FALSE
4305,Fine decoration south facing one-bedroom on Bajiao North Road!,188,51297,non_co_ownership,36.65,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,no,no,no,no,no,1,116.7238241,40.72277664,None,None,FALSE,FALSE
4306,"Shijingjiayuan hardcover south facing one bedroom, commercial house, sincerely sold by the owner",269,49908,non_co_ownership,53.9,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Shijingshan,Anise,1,1,1,high_floor,21,no,no,no,no,southeast,no,no,no,1,115.7905287,40.96958423,None,None,FALSE,FALSE
4307,North and South two-bedroom rooms on the middle floor of No. 5 Jingyuan Road with elevator,340,54610,non_co_ownership,62.26,flat_floor,banta_combination,mixed_structure,simple_decoration,0.166666667,central_heating,elevator,Shijingshan,Anise,1,1,1,middle_floor,12,no,south,no,north,no,no,no,no,2,115.2899378,39.05126163,None,None,FALSE,FALSE
4308,Bajiao North Road has a good environment in a formal two-bedroom community with a transparent north-south,240,49322,co_ownership,48.66,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.7441205,39.70659988,None,None,FALSE,FALSE
4309,Jinghan Oriental Mingyuan requires the full amount to be registered as a company,195,45668,non_co_ownership,42.7,no_data_yet,tower,steel_concrete_structure,simple_decoration,1,central_heating,elevator,Shijingshan,Anise,0,0,0,basement,23,no,south,no,no,no,no,no,no,3,116.1024073,39.26741594,None,None,FALSE,FALSE
4310,Bajiao South Lane 2 Room 1 Hall North and South,508,57369,non_co_ownership,88.55,flat_floor,Banlou,mixed_structure,others,0.5,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.8955861,40.18904533,None,None,FALSE,FALSE
4311,Jinghan Oriental Mingyuan South facing commercial office can be inspected,160,38251,non_co_ownership,41.83,no_data_yet,banta_combination,steel_concrete_structure,others,0.153846154,central_heating,elevator,Shijingshan,Anise,0,0,0,basement,2,no,south,no,no,no,no,no,no,2,115.4191611,39.20109469,None,None,FALSE,FALSE
4312,"Bajiao South Road, Room 3, Hall 1 North and South",500,56510,non_co_ownership,88.48,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.5,central_heating,no,Shijingshan,Anise,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,116.3005814,40.11346612,None,None,FALSE,FALSE
4313,"East of Room 1, Hall 1, Jinghan Oriental Mingyuan",120,38735,non_co_ownership,30.98,no_data_yet,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,no_data_yet,Shijingshan,Anise,1,1,1,basement,4,east,no,no,no,no,no,no,no,1,116.354624,39.78391217,None,None,FALSE,FALSE
4314,Two-bedroom apartment with living room in the octagonal Zhongli southwest facing,273,46186,non_co_ownership,59.11,no_data_yet,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Shijingshan,Anise,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.2737326,40.54232755,None,None,FALSE,FALSE
4315,Jinghan Oriental Mingyuan 2 Room 1 Hall South,149,46709,non_co_ownership,31.9,no_data_yet,tower,steel_concrete_structure,hardcover,1,central_heating,elevator,Shijingshan,Anise,0,0,0,basement,23,no,south,no,no,no,no,no,no,3,115.7923107,39.317333,None,None,FALSE,FALSE
4316,The house is a three-bedroom apartment with transparent north-south floors in the middle and high floors of Rongjing City Phase III,850,63254,non_co_ownership,134.38,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Shijingshan,Anise,1,1,2,middle_floor,25,no,south,no,north,no,no,no,no,3,115.922666,39.26118449,None,None,FALSE,FALSE
4317,A classic south-facing one-bedroom apartment on Bajiao North Road for sale sincerely,215,59245,non_co_ownership,36.29,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Shijingshan,Anise,1,1,1,middle_floor,6,no,south,no,no,no,no,no,no,1,116.7022925,39.83821382,None,None,FALSE,FALSE
4318,Jinghan Oriental Mingyuan needs the full amount for the new age of the house,133,30988,non_co_ownership,42.92,no_data_yet,banta_combination,steel_concrete_structure,others,0.153846154,central_heating,elevator,Shijingshan,Anise,0,0,0,basement,2,no,south,no,north,no,no,no,no,2,115.2626229,39.61323921,None,None,FALSE,FALSE
4319,Jinghan Oriental Mingyuan is located at Shijingshan Stadium South Road,115,27493,non_co_ownership,41.83,no_data_yet,banta_combination,steel_concrete_structure,others,0.153846154,central_heating,elevator,Shijingshan,Anise,0,0,0,basement,2,no,south,no,no,no,no,no,no,3,116.8206603,39.50351424,None,None,FALSE,FALSE
4320,Xindu Mingyuan Quannan-facing one-bedroom unblocked room with plenty of light,240,41294,non_co_ownership,58.12,no_data_yet,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Shijingshan,Anise,1,1,1,low_floor,15,no,south,no,no,no,no,no,no,1,116.8690335,40.6631956,None,None,FALSE,FALSE
4321,There are five unique villas on the top of Qiaojiayuan on the Canal River,760,44151,non_co_ownership,172.14,skip_floor,Banlou,mixed_structure,simple_decoration,0.5,self_heating,no,Tongzhou,Qiaozhuang,2,1,2,middle_floor,4,no,south,no,north,no,no,no,no,5,116.55107,39.41009877,None,None,FALSE,FALSE
4322,Yuqiao Middle Road No. 10 Yard 3 Room 3 Hall North and South,480,37038,non_co_ownership,129.6,duplex,Banlou,mixed_structure,others,0.5,central_heating,no,Tongzhou,Qiaozhuang,3,1,2,top_floor,6,no,south,no,north,no,no,no,no,3,115.8098661,39.94556317,None,None,FALSE,FALSE
4323,"The standard two-bedroom apartment on the side of the canal is reasonable, and both floors are normal.",405,32738,non_co_ownership,123.71,duplex,banta_combination,steel_concrete_structure,hardcover,0.115384615,self_heating,elevator,Tongzhou,Qiaozhuang,1,1,2,middle_floor,11,no,south,no,north,no,no,no,no,2,116.1299052,39.54907075,None,None,FALSE,FALSE
